Category,Class Level,Difficulty,Task Name,Passage/Content/Problem,Questions/Options/Answers
Mathematical Comprehension,9,Hard,Triangle Prism,A right-angled triangle has a base of 8 cm and a height of 6 cm. This triangle is the base of a prism which has a length of 10 cm.,"Q1: What is the length of the hypotenuse of the triangle? (Options: [""9"", ""10"", ""12"", ""14""], Ans: 10)
Q2: What is the area of the triangular base? (Options: [""24"", ""30"", ""40"", ""48""], Ans: 24)
Q3: What is the volume of the prism in cm³? (Type: number, Ans: 240)"
Mathematical Comprehension,9,Hard,Coordinate Geometry,"Point A is at (3, 4) and Point B is at (-3, -4).","Q1: Which quadrant is Point A in? (Options: [""I"", ""II"", ""III"", ""IV""], Ans: I)
Q2: Which quadrant is Point B in? (Options: [""I"", ""II"", ""III"", ""IV""], Ans: III)
Q3: What is the distance of Point A from the origin? (Type: number, Ans: 5)"
Mathematical Comprehension,10,Hard,Probability of Balls,"A bag contains 5 red balls, 3 blue balls, and 2 green balls. One ball is drawn at random from the bag.","Q1: What is the total number of possible outcomes? (Options: [""3"", ""5"", ""8"", ""10""], Ans: 10)
Q2: What is the probability of drawing a blue ball? (Options: [""3/10"", ""1/5"", ""1/2"", ""3/7""], Ans: 3/10)
Q3: If two red balls are removed from the bag, what is the new probability of drawing a red ball, expressed as a fraction a/b, what is b? (Type: number, Ans: 8)"
Mathematical Comprehension,10,Hard,Arithmetic Progression,"The AP is 2, 5, 8, 11...","Q1: What is the first term (a)? (Options: [""2"", ""3"", ""5"", ""8""], Ans: 2)
Q2: What is the common difference (d)? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q3: What is the 10th term (a + 9d)? (Type: number, Ans: 29)"
Mathematical Comprehension,10,Hard,Circle Tangents,"From a point P outside a circle, two tangents PA and PB are drawn.","Q1: How do the lengths of PA and PB compare? (Options: [""PA > PB"", ""PA < PB"", ""PA = PB"", ""No relation""], Ans: PA = PB)
Q2: If PA = 10 cm, what is PB? (Options: [""5"", ""10"", ""15"", ""20""], Ans: 10)
Q3: What is the angle between the radius and the tangent at the point of contact? (Type: number, Ans: 90)"
Mathematical Comprehension,10,Hard,Cylinder Volume,A cylinder has radius 7 cm and height 10 cm. (Use π = 22/7),"Q1: What is the area of the base (πr^2)? (Options: [""49π"", ""14π"", ""154"", ""100""], Ans: 154)
Q2: What is the formula for volume? (Options: [""2πrh"", ""πr^2h"", ""πrl"", ""lbh""], Ans: πr^2h)
Q3: What is the volume of the cylinder? (Type: number, Ans: 1540)"
Mathematical Comprehension,10,Hard,Quadratic Roots,Find roots of x^2 - 5x + 6 = 0.,"Q1: What is the sum of the roots (-b/a)? (Options: [""-5"", ""5"", ""6"", ""-6""], Ans: 5)
Q2: What is the product of the roots (c/a)? (Options: [""-5"", ""5"", ""6"", ""-6""], Ans: 6)
Q3: What are the two roots? (Type: text, Ans: 2, 3)"
Mathematical Comprehension,10,Hard,Trig Tower Height,"A tower stands vertically. From a point 15m away from the base, the angle of elevation to the top is 60°.","Q1: Which ratio relates opposite and adjacent sides? (Options: [""Sin"", ""Cos"", ""Tan"", ""Sec""], Ans: Tan)
Q2: What is tan(60°)? (Options: [""1"", ""1/2"", ""√3"", ""1/√3""], Ans: √3)
Q3: What is the height of the tower (15 * tan60)? (Type: number, Ans: 15√3)"
Mathematical Comprehension,11,Hard,Particle Motion,"The position of a particle moving along a straight line is given by s(t) = t^2 - 4t + 3, where t is time in seconds and s is position in meters.","Q1: What is the initial position of the particle at t = 0? (Options: [""0"", ""1"", ""2"", ""3""], Ans: 3)
Q2: At what time t does the particle momentarily stop (velocity = 0)? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q3: What is the particle's position when it stops? (Type: number, Ans: -1)"
Mathematical Comprehension,11,Hard,Set Operations,"Set A = {1, 2, 3} and Set B = {3, 4, 5}.","Q1: What is A union B (A ∪ B)? (Options: [""{1,2,3,4,5}"", ""{3}"", ""{1,2}"", ""{4,5}""], Ans: {1,2,3,4,5})
Q2: What is A intersection B (A ∩ B)? (Options: [""{1,2,3,4,5}"", ""{3}"", ""{1,2}"", ""{4,5}""], Ans: {3})
Q3: How many elements are in the power set of A? (Type: number, Ans: 8)"
Mathematical Comprehension,11,Hard,Complex Conjugate,Given complex number z = 3 + 4i.,"Q1: What is the real part? (Options: [""3"", ""4"", ""7"", ""12""], Ans: 3)
Q2: What is the imaginary part? (Options: [""3"", ""4"", ""7"", ""12""], Ans: 4)
Q3: What is the modulus |z|? (Type: number, Ans: 5)"
Mathematical Comprehension,11,Hard,Limit Evaluation,Evaluate limit as x approaches 2 for (x^2 - 4)/(x - 2).,"Q1: What is the value of numerator at x=2? (Options: [""0"", ""4"", ""8"", ""1""], Ans: 0)
Q2: Is this a 0/0 form? (Options: [""Yes"", ""No"", ""Maybe"", ""Unknown""], Ans: Yes)
Q3: Factorize and find the limit. (Type: number, Ans: 4)"
Mathematical Comprehension,11,Hard,Permutation Logic,How many ways can 3 books be arranged on a shelf?,"Q1: What is n in this case? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q2: What is the formula for arranging n items? (Options: [""n"", ""n^2"", ""n!"", ""2^n""], Ans: n!)
Q3: What is 3! (3 factorial)? (Type: number, Ans: 6)"
Mathematical Comprehension,11,Hard,Straight Line Slope,"Find slope of line passing through (1, 2) and (3, 6).","Q1: What is the change in y (y2 - y1)? (Options: [""2"", ""4"", ""6"", ""8""], Ans: 4)
Q2: What is the change in x (x2 - x1)? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q3: What is the slope (m)? (Type: number, Ans: 2)"
Mathematical Comprehension,12,Hard,Maximize Function,Find local max of f(x) = -x^2 + 4x.,"Q1: What is the first derivative f'(x)? (Options: [""-2x+4"", ""2x+4"", ""x+4"", ""-2x""], Ans: -2x+4)
Q2: Set f'(x) = 0. What is x? (Options: [""0"", ""2"", ""4"", ""-2""], Ans: 2)
Q3: What is the maximum value f(2)? (Type: number, Ans: 4)"
Mathematical Comprehension,12,Hard,Bayes Theorem Intro,"P(A) = 0.5, P(B|A) = 0.4. Find P(A and B).","Q1: What is the formula for P(A and B)? (Options: [""P(A)+P(B)"", ""P(A)*P(B|A)"", ""P(A)/P(B)"", ""P(B)""], Ans: P(A)*P(B|A))
Q2: Is P(A and B) same as P(B and A)? (Options: [""Yes"", ""No"", ""Maybe"", ""Unknown""], Ans: Yes)
Q3: What is the value? (Type: number, Ans: 0.2)"
Mathematical Comprehension,12,Hard,Vector Dot Product,Vector a = i + j and Vector b = i - j.,"Q1: What is the dot product (a.b)? (Options: [""0"", ""1"", ""2"", ""-1""], Ans: 0)
Q2: Are these vectors perpendicular? (Options: [""Yes"", ""No"", ""Maybe"", ""Unknown""], Ans: Yes)
Q3: What is the magnitude of vector a? (Type: number, Ans: √2)"
Mathematical Comprehension,12,Hard,Integration Power Rule,Integrate f(x) = 3x^2 dx.,"Q1: What is the power rule for integration? (Options: [""x^n+1"", ""nx^n-1"", ""x^n+1 / n+1"", ""ln x""], Ans: x^n+1 / n+1)
Q2: What happens to the power 2? (Options: [""Becomes 1"", ""Becomes 3"", ""Becomes 0"", ""Stays 2""], Ans: Becomes 3)
Q3: What is the integral? (Type: text, Ans: x^3 + C)"
Mathematical Comprehension,12,Hard,Matrix Multiplication,Matrix A is 2x3 and Matrix B is 3x2.,"Q1: Is multiplication AB possible? (Options: [""Yes"", ""No"", ""Maybe"", ""Conditional""], Ans: Yes)
Q2: What will be the order of matrix AB? (Options: [""2x2"", ""3x3"", ""2x3"", ""3x2""], Ans: 2x2)
Q3: If A and B are identity matrices, what is AB? (Type: number, Ans: I)"
Mathematical Comprehension,12,Hard,Exponential Growth Model,"The rate of growth of a bacterial colony is given by dP/dt = 2P, where P is the population and t is time in hours. The initial population at t=0 is 100.","Q1: The population growth model is best described as: (Options: [""Linear"", ""Quadratic"", ""Exponential"", ""Logarithmic""], Ans: Exponential)
Q2: What is the rate of population growth at t=0? (Options: [""100 bacteria/hr"", ""200 bacteria/hr"", ""50 bacteria/hr"", ""0 bacteria/hr""], Ans: 200 bacteria/hr)
Q3: Given P(t) = 100e^{2t}, what is the approximate population after 1 hour? (Use e ≈ 2.72) (Type: number, Ans: 739)"
Aptitude,1,Easy,Aptitude - Class 1,,"Logical: If sun is day, moon is ___ (Options: [""night"", ""day"", ""morning"", ""evening""], Ans: night)
Numerical: 2+2=? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 4)
Verbal: Opposite of hot? (Options: [""cold"", ""warm"", ""cool"", ""fire""], Ans: cold)
Spatial: Which shape has 3 sides? (Options: [""triangle"", ""square"", ""circle"", ""rectangle""], Ans: triangle)"
Aptitude,1,Easy,Fruit Basket Math,,"Logical: Apple, Banana, Orange, Chair. Which is odd? (Options: [""Apple"", ""Banana"", ""Chair"", ""Orange""], Ans: Chair)
Numerical: You have 2 apples and get 1 more. How many? (Options: [""2"", ""3"", ""4"", ""1""], Ans: 3)
Verbal: A for ___? (Options: [""Ball"", ""Cat"", ""Apple"", ""Dog""], Ans: Apple)
Spatial: Is a ball flat or round? (Options: [""Flat"", ""Round"", ""Square"", ""Long""], Ans: Round)"
Aptitude,1,Easy,The Cold Ice Cream,,"Logical: Ice cream is cold. Fire is ___? (Options: [""Hot"", ""Cold"", ""Wet"", ""Soft""], Ans: Hot)
Numerical: What number comes after 9? (Options: [""8"", ""9"", ""10"", ""11""], Ans: 10)
Verbal: Rhyme with ""Hat"": (Options: [""Car"", ""Bat"", ""Dog"", ""Pen""], Ans: Bat)
Spatial: Which line is straight? | or ~ (Options: [""|"", ""~"", ""S"", ""C""], Ans: |)"
Aptitude,1,Easy,Animal Odd One Out,,"Logical: Which one is NOT an animal? (Options: [""Dog"", ""Cat"", ""Table"", ""Cow""], Ans: Table)
Numerical: 2 + 2 = ? (Options: [""3"", ""4"", ""5"", ""22""], Ans: 4)
Verbal: What sound does a dog make? (Options: [""Meow"", ""Moo"", ""Woof"", ""Quack""], Ans: Woof)
Spatial: Which object looks like a square? (Options: [""Ball"", ""Egg"", ""Box"", ""Cone""], Ans: Box)"
Aptitude,1,Easy,The Happy Face Puzzle,,"Logical: Which face is happy? :) or :( (Options: ["":)"", "":("", "":|"", "":/""], Ans: :))
Numerical: Count the fingers on one hand. (Options: [""4"", ""5"", ""6"", ""10""], Ans: 5)
Verbal: Complete the word: C_T (meow) (Options: [""A"", ""O"", ""U"", ""I""], Ans: A)
Spatial: Which shape has 3 corners? (Options: [""Circle"", ""Square"", ""Triangle"", ""Rectangle""], Ans: Triangle)"
Aptitude,1,Easy,Sun and Moon Logic,,"Logical: If sun is to day, moon is to ___? (Options: [""night"", ""morning"", ""afternoon"", ""breakfast""], Ans: night)
Numerical: What is 1 + 1? (Options: [""1"", ""2"", ""3"", ""11""], Ans: 2)
Verbal: What is the opposite of ""Up""? (Options: [""Left"", ""Right"", ""Down"", ""Sky""], Ans: Down)
Spatial: Which shape is round? (Options: [""Square"", ""Triangle"", ""Circle"", ""Star""], Ans: Circle)"
Aptitude,2,Easy,Aptitude - Class 2,,"Logical: Which one does not belong? Apple, Banana, Car, Orange (Options: [""Apple"", ""Banana"", ""Car"", ""Orange""], Ans: Car)
Numerical: 8+7=? (Options: [""14"", ""15"", ""16"", ""17""], Ans: 15)
Verbal: Rearrange the letters to make a word: T-A-C (Options: [""CAT"", ""ACT"", ""TAC"", ""ATC""], Ans: CAT)
Spatial: How many corners does a square have? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 4)"
Aptitude,2,Easy,Clockwise Directions,,"Logical: If you look up, the opposite is? (Options: [""Left"", ""Right"", ""Down"", ""Back""], Ans: Down)
Numerical: 10 minus 10 is? (Options: [""10"", ""20"", ""0"", ""100""], Ans: 0)
Verbal: Rearrange: T-A-C to make an animal. (Options: [""ACT"", ""CAT"", ""TAC"", ""TCA""], Ans: CAT)
Spatial: Point to the top of a triangle. (Options: [""Side"", ""Base"", ""Vertex"", ""Center""], Ans: Vertex)"
Aptitude,2,Easy,Animal Feet Count,,"Logical: How many legs does a dog have? (Options: [""2"", ""4"", ""6"", ""8""], Ans: 4)
Numerical: 3 + 3 + 3 = ? (Options: [""6"", ""9"", ""12"", ""33""], Ans: 9)
Verbal: Choose the correct spelling: (Options: [""Fish"", ""Phish"", ""Fesh"", ""Fysh""], Ans: Fish)
Spatial: Which shape looks like a door? (Options: [""Circle"", ""Rectangle"", ""Triangle"", ""Oval""], Ans: Rectangle)"
Aptitude,2,Easy,The Rainy Day Logic,,"Logical: Umbrella is for rain. Sunscreen is for ___? (Options: [""Night"", ""Snow"", ""Sun"", ""Cloud""], Ans: Sun)
Numerical: 5 - 2 = ? (Options: [""2"", ""3"", ""4"", ""7""], Ans: 3)
Verbal: Spell the number 1 (Options: [""WON"", ""ONE"", ""ON"", ""WAN""], Ans: ONE)
Spatial: Does a circle have corners? (Options: [""Yes"", ""No"", ""Maybe"", ""Sometimes""], Ans: No)"
Aptitude,2,Easy,Double Digit Fun,,"Logical: Which number is the biggest? (Options: [""5"", ""15"", ""50"", ""25""], Ans: 50)
Numerical: What is half of 4? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Verbal: Opposite of ""Big""? (Options: [""Huge"", ""Small"", ""Tall"", ""Fat""], Ans: Small)
Spatial: Which shape has 4 equal sides? (Options: [""Rectangle"", ""Square"", ""Triangle"", ""Star""], Ans: Square)"
Aptitude,2,Easy,The Transport Group,,"Logical: Which one flies? (Options: [""Car"", ""Bus"", ""Airplane"", ""Bike""], Ans: Airplane)
Numerical: 10 + 5 = ? (Options: [""10"", ""15"", ""50"", ""5""], Ans: 15)
Verbal: Unscramble: D-E-R (color) (Options: [""BLUE"", ""RED"", ""GREEN"", ""PINK""], Ans: RED)
Spatial: How many sides does a rectangle have? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 4)"
Aptitude,3,Medium,The Speedy Car,,"Logical: Car is to Road as Boat is to ___? (Options: [""Air"", ""Track"", ""Water"", ""Sand""], Ans: Water)
Numerical: 100 - 1 = ? (Options: [""90"", ""99"", ""10"", ""0""], Ans: 99)
Verbal: Correct spelling: (Options: [""School"", ""Skool"", ""Scool"", ""Sckool""], Ans: School)
Spatial: Does a sphere have edges? (Options: [""Yes"", ""No"", ""Maybe"", ""Some""], Ans: No)"
Aptitude,3,Medium,The Pizza Slice Math,,"Logical: If you eat 2 slices of an 8-slice pizza, how many left? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 6)
Numerical: Half of 20 is? (Options: [""5"", ""10"", ""15"", ""40""], Ans: 10)
Verbal: Which word is a fruit? (Options: [""Carrot"", ""Potato"", ""Apple"", ""Onion""], Ans: Apple)
Spatial: A pizza slice looks like a ___? (Options: [""Square"", ""Triangle"", ""Circle"", ""Cube""], Ans: Triangle)"
Aptitude,3,Medium,Word Ladder Logic,,"Logical: Shoe is to Foot as Hat is to ___? (Options: [""Hand"", ""Head"", ""Leg"", ""Finger""], Ans: Head)
Numerical: 15 + 15 = ? (Options: [""15"", ""20"", ""30"", ""40""], Ans: 30)
Verbal: Rhyme with ""Tree"": (Options: [""Bee"", ""Car"", ""Top"", ""Map""], Ans: Bee)
Spatial: How many faces does a cube have? (Options: [""4"", ""6"", ""8"", ""12""], Ans: 6)"
Aptitude,3,Medium,The Missing Number Mystery,,"Logical: 10, 20, 30, __? (Options: [""35"", ""40"", ""50"", ""60""], Ans: 40)
Numerical: 3 x 3 = ? (Options: [""6"", ""9"", ""12"", ""33""], Ans: 9)
Verbal: Opposite of ""Happy""? (Options: [""Sad"", ""Glad"", ""Joy"", ""Fun""], Ans: Sad)
Spatial: Which object is a cylinder? (Options: [""Ball"", ""Box"", ""Can"", ""Cone""], Ans: Can)"
Aptitude,3,Medium,The Pattern Detective,,"Logical: Complete: 2, 4, 6, __? (Options: [""7"", ""8"", ""9"", ""10""], Ans: 8)
Numerical: 4 x 5 = ? (Options: [""9"", ""20"", ""45"", ""16""], Ans: 20)
Verbal: Find the noun: Run, Fast, Boy, Blue (Options: [""Run"", ""Fast"", ""Boy"", ""Blue""], Ans: Boy)
Spatial: A ball is a ___? (Options: [""Circle"", ""Sphere"", ""Cube"", ""Cone""], Ans: Sphere)"
Aptitude,3,Medium,Aptitude - Class 3,,"Logical: Which one does not belong? Pen, Crayon, Book, Pencil (Options: [""Pen"", ""Crayon"", ""Book"", ""Pencil""], Ans: Book)
Numerical: 6×4=? (Options: [""20"", ""22"", ""23"", ""24""], Ans: 24)
Verbal: Rearrange the letters to make a word: R-A-W-T-E (Options: [""WATER"", ""RETAW"", ""TAWER"", ""TARWE""], Ans: WATER)
Spatial: How many edges does a cube have? (Options: [""8"", ""10"", ""12"", ""14""], Ans: 12)"
Aptitude,4,Medium,The Clockwise Calculation,,"Logical: If it is 3:00, what time is it after 30 mins? (Options: [""3:00"", ""3:30"", ""4:00"", ""2:30""], Ans: 3:30)
Numerical: 8 x 8 = ? (Options: [""16"", ""64"", ""88"", ""80""], Ans: 64)
Verbal: Plural of ""Mouse"": (Options: [""Mouses"", ""Mice"", ""Mouse"", ""Mees""], Ans: Mice)
Spatial: Does a butterfly have symmetry? (Options: [""Yes"", ""No"", ""Sometimes"", ""Never""], Ans: Yes)"
Aptitude,4,Medium,The Family Tree,,"Logical: Your mother's father is your ___? (Options: [""Uncle"", ""Grandfather"", ""Brother"", ""Dad""], Ans: Grandfather)
Numerical: 50 + 50 + 50 = ? (Options: [""100"", ""150"", ""200"", ""500""], Ans: 150)
Verbal: Find the verb: The cat slept. (Options: [""The"", ""Cat"", ""Slept"", ""None""], Ans: Slept)
Spatial: Which shape is a 3D triangle? (Options: [""Square"", ""Cone"", ""Pyramid"", ""Cube""], Ans: Pyramid)"
Aptitude,4,Medium,The Water Cycle Logic,,"Logical: Which is NOT part of water cycle? (Options: [""Rain"", ""Clouds"", ""Fire"", ""Vapor""], Ans: Fire)
Numerical: 20 divided by 4 is? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 5)
Verbal: Past tense of ""Run"": (Options: [""Running"", ""Ran"", ""Runned"", ""Runs""], Ans: Ran)
Spatial: Which letter has symmetry? A, F, G, J (Options: [""A"", ""F"", ""G"", ""J""], Ans: A)"
Aptitude,4,Medium,Aptitude - Class 4,,"Logical: Which one does not belong? Ice, Water, Rock, Steam (Options: [""Ice"", ""Water"", ""Rock"", ""Steam""], Ans: Rock)
Numerical: 21 ÷ 3 = ? (Options: [""6"", ""7"", ""8"", ""9""], Ans: 7)
Verbal: Rearrange the letters to make a word: L-E-P-P-A (Options: [""APPLE"", ""PEPAL"", ""LEAPP"", ""APPEL""], Ans: APPLE)
Spatial: Which of the following letters has a line of symmetry? (Options: [""F"", ""J"", ""A"", ""G""], Ans: A)"
Aptitude,4,Medium,The Library Sorter,,"Logical: Book is to Read as Fork is to ___? (Options: [""Write"", ""Eat"", ""Sleep"", ""Drink""], Ans: Eat)
Numerical: 24 / 6 = ? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 4)
Verbal: Correct the sentence: She go to school. (Options: [""She goes to school"", ""She going school"", ""She gone school"", ""She wenting""], Ans: She goes to school)
Spatial: How many corners in a cube? (Options: [""6"", ""8"", ""10"", ""12""], Ans: 8)"
Aptitude,4,Medium,Measurement Master,,"Logical: Which is heavier? 1kg of cotton or 1kg of iron? (Options: [""Cotton"", ""Iron"", ""Equal"", ""None""], Ans: Equal)
Numerical: How many cm in 1 meter? (Options: [""10"", ""100"", ""1000"", ""50""], Ans: 100)
Verbal: Antonym of ""Strong"": (Options: [""Hard"", ""Weak"", ""Big"", ""Fast""], Ans: Weak)
Spatial: Mirror image of ""b"": (Options: [""b"", ""d"", ""p"", ""q""], Ans: d)"
Aptitude,5,Medium,The Speed Racer,,"Logical: If you pass the person in 2nd place, what place are you? (Options: [""1st"", ""2nd"", ""3rd"", ""Last""], Ans: 2nd)
Numerical: 200 - 55 = ? (Options: [""135"", ""145"", ""155"", ""140""], Ans: 145)
Verbal: Correct spelling: (Options: [""Neccessary"", ""Necessary"", ""Necesary"", ""Neccesary""], Ans: Necessary)
Spatial: Symmetry of letter H? (Options: [""Vertical"", ""Horizontal"", ""Both"", ""None""], Ans: Both)"
Aptitude,5,Medium,The Baker's Dozen,,"Logical: How many is a baker's dozen? (Options: [""11"", ""12"", ""13"", ""14""], Ans: 13)
Numerical: 100 divided by 10? (Options: [""1"", ""10"", ""100"", ""0.1""], Ans: 10)
Verbal: Homophone for ""See"": (Options: [""Saw"", ""Sea"", ""Say"", ""Sew""], Ans: Sea)
Spatial: Net of a cube has how many squares? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 6)"
Aptitude,5,Medium,The Compass Navigator,,"Logical: If North is up, where is East? (Options: [""Left"", ""Right"", ""Down"", ""Back""], Ans: Right)
Numerical: 5 x 12 = ? (Options: [""50"", ""55"", ""60"", ""65""], Ans: 60)
Verbal: Rearrange: R-A-E-H-T (Planet) (Options: [""HEART"", ""EARTH"", ""RTHEA"", ""HATER""], Ans: EARTH)
Spatial: Shape with 5 sides? (Options: [""Square"", ""Hexagon"", ""Pentagon"", ""Octagon""], Ans: Pentagon)"
Aptitude,5,Medium,The Leap Year Logic,,"Logical: How many days in a Leap Year? (Options: [""364"", ""365"", ""366"", ""360""], Ans: 366)
Numerical: 0.5 + 0.5 = ? (Options: [""0.55"", ""1.0"", ""10"", ""0.10""], Ans: 1.0)
Verbal: Which word is an adjective? (Options: [""Run"", ""Blue"", ""Apple"", ""Eat""], Ans: Blue)
Spatial: Rotated square looks like? (Options: [""Circle"", ""Diamond"", ""Triangle"", ""Star""], Ans: Diamond)"
Aptitude,5,Medium,The Code Breaker,,"Logical: If A=1, B=2, C=3, what is BED? (Options: [""254"", ""245"", ""253"", ""214""], Ans: 254)
Numerical: What is 1/4 of 100? (Options: [""20"", ""25"", ""40"", ""50""], Ans: 25)
Verbal: Synonym for ""Fast"": (Options: [""Slow"", ""Rapid"", ""Calm"", ""Hard""], Ans: Rapid)
Spatial: Next shape: O, OO, OOO, ? (Options: [""O"", ""OO"", ""OOO"", ""OOOO""], Ans: OOOO)"
Aptitude,5,Medium,Aptitude - Class 5,,"Logical: Which one does not belong? Happy, Sad, Run, Angry (Options: [""Happy"", ""Sad"", ""Run"", ""Angry""], Ans: Run)
Numerical: What is 1/2 of 50? (Options: [""20"", ""25"", ""30"", ""40""], Ans: 25)
Verbal: Rearrange the letters to make a word: C-S-E-I-N-E-C (Options: [""SCIENCE"", ""SECINCE"", ""CENSICE"", ""SCINECE""], Ans: SCIENCE)
Spatial: Find the next shape in the pattern: ●, ▲, ■, ●, ▲, ? (Options: [""■"", ""▲"", ""●"", ""◆""], Ans: ■)"
Aptitude,6,Medium,The Relation Riddle,,"Logical: A's mom is B's sister. How are A and B related? (Options: [""Siblings"", ""Cousins"", ""Friends"", ""Uncle""], Ans: Cousins)
Numerical: Average of 2, 4, 6? (Options: [""2"", ""4"", ""6"", ""12""], Ans: 4)
Verbal: Rearrange: L-I-P-U-T (Flower) (Options: [""TULIP"", ""PILUT"", ""LITUP"", ""UPLIT""], Ans: TULIP)
Spatial: Top view of a cone looks like? (Options: [""Triangle"", ""Circle"", ""Square"", ""Line""], Ans: Circle)"
Aptitude,6,Medium,Aptitude - Class 6,,"Logical: Which one does not belong? Sparrow, Eagle, Ostrich, Crow (Options: [""Sparrow"", ""Eagle"", ""Ostrich"", ""Crow""], Ans: Ostrich)
Numerical: 3.5 + 2.25 = ? (Options: [""5.5"", ""5.6"", ""5.75"", ""6""], Ans: 5.75)
Verbal: Rearrange the letters to make a word: T-S-E-I-L-N (Options: [""SILENT"", ""LISTEN"", ""TINELS"", ""LENTIS""], Ans: SILENT)
Spatial: How many squares are needed to make the net of a cube? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 6)"
Aptitude,6,Medium,The Silent Word,,"Logical: Find the word with a silent letter: (Options: [""Bat"", ""Knee"", ""Lip"", ""Red""], Ans: Knee)
Numerical: 2.5 + 3.5 = ? (Options: [""5"", ""6"", ""6.5"", ""7""], Ans: 6)
Verbal: Anagram of ""EARTH"": (Options: [""HEART"", ""RTHEA"", ""HATER"", ""THREA""], Ans: HEART)
Spatial: Can a triangle make a cube? (Options: [""Yes"", ""No"", ""Maybe"", ""Sometimes""], Ans: No)"
Aptitude,6,Medium,The Prime Number Hunt,,"Logical: Which is a prime number? (Options: [""4"", ""6"", ""7"", ""9""], Ans: 7)
Numerical: Square of 5? (Options: [""10"", ""15"", ""20"", ""25""], Ans: 25)
Verbal: Prefix for ""Happy"" to mean opposite: (Options: [""Un"", ""Dis"", ""In"", ""Re""], Ans: Un)
Spatial: How many edges on a pyramid with square base? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 8)"
Aptitude,6,Medium,The Percentage Piece,,"Logical: 50% of 50 is? (Options: [""10"", ""20"", ""25"", ""50""], Ans: 25)
Numerical: 1/2 + 1/4 = ? (Options: [""2/6"", ""3/4"", ""1/6"", ""2/4""], Ans: 3/4)
Verbal: Synonym for ""Angry"": (Options: [""Happy"", ""Furious"", ""Calm"", ""Sad""], Ans: Furious)
Spatial: Which shape tessellates? (Options: [""Circle"", ""Square"", ""Oval"", ""Star""], Ans: Square)"
Aptitude,6,Medium,The Day Calculator,,"Logical: If yesterday was Friday, tomorrow is? (Options: [""Saturday"", ""Sunday"", ""Monday"", ""Tuesday""], Ans: Sunday)
Numerical: 12 x 12 = ? (Options: [""122"", ""144"", ""124"", ""100""], Ans: 144)
Verbal: Find the adverb: She ran quickly. (Options: [""She"", ""Ran"", ""Quickly"", ""None""], Ans: Quickly)
Spatial: Visualise a unfolded box. (Options: [""Circle"", ""Net"", ""Line"", ""Dot""], Ans: Net)"
Aptitude,7,Hard,The Speed Distance Time,,"Logical: Speed = Distance / ? (Options: [""Time"", ""Mass"", ""Force"", ""Volume""], Ans: Time)
Numerical: 7 squared? (Options: [""14"", ""49"", ""21"", ""70""], Ans: 49)
Verbal: One who eats plants only: (Options: [""Carnivore"", ""Herbivore"", ""Omnivore"", ""Dentist""], Ans: Herbivore)
Spatial: Does a scalene triangle have symmetry? (Options: [""Yes"", ""No"", ""Maybe"", ""Sometimes""], Ans: No)"
Aptitude,7,Hard,The Logical Sequence,,"Logical: AZ, BY, CX, __? (Options: [""DW"", ""DV"", ""DU"", ""DX""], Ans: DW)
Numerical: Cube root of 27? (Options: [""2"", ""3"", ""4"", ""9""], Ans: 3)
Verbal: Spot the error: He don't know. (Options: [""He"", ""Don't"", ""Know"", ""None""], Ans: Don't)
Spatial: Shape with 8 sides? (Options: [""Hexagon"", ""Heptagon"", ""Octagon"", ""Nonagon""], Ans: Octagon)"
Aptitude,7,Hard,The Coding Decoder,,"Logical: If CAT = 3120, DOG = ? (A=1, B=2...) (Options: [""4157"", ""4150"", ""4071"", ""4150""], Ans: 4157)
Numerical: Area of rectangle 5x4? (Options: [""9"", ""20"", ""18"", ""10""], Ans: 20)
Verbal: Antonym of ""Ancient"": (Options: [""Old"", ""Modern"", ""Past"", ""History""], Ans: Modern)
Spatial: How many degrees in a right angle? (Options: [""45"", ""90"", ""180"", ""360""], Ans: 90)"
Aptitude,7,Hard,The Simple Interest,,"Logical: Formula for Simple Interest? (Options: [""P+R+T"", ""PxRxT/100"", ""P/R/T"", ""P-R-T""], Ans: PxRxT/100)
Numerical: Solve: 3x = 15 (Options: [""3"", ""5"", ""15"", ""45""], Ans: 5)
Verbal: Word for ""Fear of spiders"": (Options: [""Arachnophobia"", ""Claustrophobia"", ""Hydrophobia"", ""Acrophobia""], Ans: Arachnophobia)
Spatial: Reflection of ""P"" in mirror: (Options: [""P"", ""b"", ""q"", ""d""], Ans: q)"
